dataset,client_id,ind_local_acc,ind_global_acc,ind_switch_acc,ood_local_acc,ood_global_acc,ood_switch_acc,mix_local_acc,mix_global_acc,mix_switch_acc
medmnistA,14,0.9843815077051229,0.9683465222823824,0.9683465222823824,0.0,0.9538188277087034,0.9538188277087034,0.49244712990936557,0.9593707677883113,0.9593707677883113
medmnistA,15,0.9369140925157523,0.8948824343015215,0.8986476102658675,0.0,0.9720743520376997,0.9700671960904093,0.46845704625787615,0.9309205471031197,0.9319194713385585
medmnistA,16,0.9965559782049964,0.9676673177752647,0.9681813508789966,0.0,0.948751142247944,0.9480404101939283,0.4984317153434801,0.9587361168243521,0.9585561497326203
medmnistA,17,0.9997769516728624,0.9985130111524163,0.9985130111524163,0.0,0.9421145374449339,0.9421145374449339,0.4999628197501487,0.9710737656157049,0.9710737656157049
medmnistA,18,0.9824077999152183,0.9282181715416137,0.930479016532429,0.0,0.9634866654734204,0.961965276534813,0.4912386066558327,0.9438988200381545,0.9442167738288703
medmnistA,19,0.9963527851458885,0.9720822281167109,0.973342175066313,0.0,0.9491204021018963,0.9482065341558145,0.49817639257294427,0.9590848806366048,0.9594496021220159
medmnistC,0,0.9703205381875742,0.925603482390186,0.9305500593589237,0.0,0.938245727184779,0.9162098247877029,0.4854484260542467,0.9275391011680856,0.9105127697485647
medmnistC,1,0.9929964982491246,0.9766133066533267,0.9766133066533267,0.0,0.9145812053115424,0.9145812053115424,0.4966224668501376,0.9477107830873155,0.9477107830873155
medmnistC,2,0.9795328142380423,0.9408231368186875,0.9430478309232481,0.0,0.9343073310722672,0.9321158361596661,0.4901480574418346,0.9314260269397752,0.930869420015585
medmnistC,3,0.9917040663674691,0.9771521827825378,0.9776961784305725,0.0,0.9167842031029619,0.9160483228061569,0.49585203318373455,0.9490684074527403,0.9490684074527403
medmnistC,4,0.9063373718546133,0.9629543336439889,0.9629543336439889,0.0,0.9294712928541925,0.9294712928541925,0.4533799533799534,0.9388111888111889,0.9388111888111889
medmnistC,5,0.9863094073929201,0.9460199491492275,0.9659690983766869,0.0,0.9326575726532593,0.8966948832695315,0.49320293398533005,0.9323227383863081,0.9200977995110025
medmnistC,6,0.9941690962099126,0.9618214632791893,0.9623767874496737,0.0,0.9240444795527739,0.9229507200583338,0.4971880858154551,0.9457751857251961,0.9459140456849268
medmnistC,7,0.9939172749391727,0.972323600973236,0.98661800486618,0.0,0.9213884336221025,0.831187075626317,0.49695863746958635,0.940389294403893,0.9047293187347932
medmnistC,8,0.9768917819365338,0.9295362082994304,0.9362082994304313,0.0,0.9376534399086497,0.9338281473023123,0.4884856375620474,0.9274961347546586,0.928309870615998
medmnistC,9,0.9951552521471042,0.9899801805769655,0.9899801805769655,0.0,0.9016325970640692,0.9016325970640692,0.4976324193370774,0.9463715449840326,0.9463715449840326
medmnistC,10,0.9335313776457482,0.8510954326030449,0.8642777571481619,0.0,0.9604355915508372,0.9563313998029987,0.4668523676880223,0.9042711234911792,0.9076137418755803
medmnistC,11,0.9931020890815925,0.9473787938510051,0.9919195900670082,0.0,0.9323146454320457,0.3718390186161627,0.496648925684999,0.9338655627833629,0.6822393061304948
medmnistC,12,0.9445057543749015,0.8719848652057386,0.8819170739397761,0.0,0.9588265865912109,0.9507997921117977,0.4725136051739096,0.9127691458316902,0.9129268869784684
medmnistC,13,0.991941982272361,0.9781426269137792,0.9786462530217567,0.0,0.9047480337896883,0.9030731138945529,0.500635453205226,0.9444868079914595,0.9438259366580245
medmnistC,14,0.8825053995680345,0.9010799136069114,0.8600431965442764,0.0,0.9392832044975404,0.9365659405012884,0.44144338807260153,0.9142178046672429,0.8923941227312013
medmnistC,15,0.8787350597609562,0.8376494023904383,0.8421314741035857,0.0,0.9555589492974954,0.9500610873549176,0.4394769613947696,0.8942714819427148,0.8931506849315068
medmnistC,16,0.9892189746046958,0.9538811691423096,0.954839482510781,0.0,0.9255485893416928,0.9244383490073145,0.4947280134196022,0.9421279654924515,0.9416486939851426
medmnistC,17,0.9945184025058731,0.988775776559645,0.9877316627512399,0.0,0.9252609813908921,0.9245045135912048,0.49764890282131663,0.9508881922675027,0.9498432601880877
medmnistC,18,0.939026735910752,0.9120984804770148,0.9247932294672052,0.0,0.9421483126591192,0.8579166892367694,0.46982966028293716,0.9252237513232605,0.8896160138581465
medmnistC,19,0.9907120743034056,0.9533883728930168,0.9654282765737874,0.0,0.9297321528633867,0.8721842429676118,0.49561177077955604,0.9360695233178454,0.8992428153501979
medmnistS,0,0.9788144660817462,0.7875026749411513,0.878022683500963,0.0,0.8453377457660113,0.760560638504964,0.48945960406634564,0.7965757089352595,0.7837346174424826
medmnistS,1,0.9683010262257696,0.945381984036488,0.9442417331812999,0.0,0.7755759528296152,0.7722326910218223,0.4842609489051095,0.8611998175182481,0.8596601277372263
medmnistS,2,0.964035646085296,0.8093570973901973,0.8687141947803947,0.0,0.8430057559275492,0.8063051169667846,0.48217128303088186,0.8012575612862146,0.8060331104743712
medmnistS,3,0.9723602484472049,0.9062111801242236,0.9321946169772257,0.0,0.7901805796542639,0.7541931752458069,0.4862556297561733,0.843557488222809,0.8417973805456334
medmnistS,4,0.709319526627219,0.8673570019723866,0.8910256410256411,0.0,0.8283486888731396,0.7818568391211906,0.3546597633136095,0.8250739644970414,0.8154585798816568
medmnistS,5,0.9767268665053063,0.8087879352075964,0.9361385216905604,0.0,0.8416120906801008,0.5971284634760705,0.48849986032219017,0.8117143123195828,0.7698109693640004
medmnistS,6,0.9937570233487327,0.9082282432263703,0.9155949556748658,0.0,0.800371833604462,0.784627004415524,0.4971267957526546,0.8503435352904435,0.8480949406620862
medmnistS,7,0.9762957721563772,0.9207500442243057,0.9713426499203962,0.0,0.8097403924775143,0.5547322158626329,0.4883638616051677,0.8366516237501106,0.7689584992478542
medmnistS,8,0.9638421631818896,0.8954566891998114,0.910705863857884,0.0,0.8141039236479322,0.7966065747613997,0.48195896549013445,0.8282367738385347,0.8305164688310668
medmnistS,9,0.9804447424293217,0.9683763548999889,0.9708347301374455,0.0,0.7610619469026548,0.755039331366765,0.4903593584083161,0.8538534622478064,0.8529033700329738
medmnistS,10,0.9565876777251184,0.6606635071090048,0.8127014218009478,0.0,0.8806276947758949,0.8073297904341723,0.4784298852754338,0.7621124490376411,0.7886602825447995
medmnistS,11,0.9884583676834295,0.8478977741137675,0.9365210222588624,0.0,0.831459570916589,0.6103883352152781,0.49443298969072164,0.8129896907216495,0.767319587628866
medmnistS,12,0.8973531310522918,0.7540348612007747,0.8429954809554552,0.0,0.8703364614328222,0.7836461432822156,0.44870553295887405,0.7877848795919685,0.7944347601523662
medmnistS,13,0.9784193642461358,0.9498396033829105,0.9537280062214445,0.0,0.7552564617650998,0.7333601178518816,0.49498377102390084,0.854381823546769,0.8501524540179011
medmnistS,14,0.49507916131792895,0.5669661959777492,0.5044929396662388,0.0,0.8619559517566859,0.8618248557944416,0.24785775492716366,0.7116538131962297,0.6801628106255355
medmnistS,15,0.6007093995439574,0.6295920952622245,0.5994426146440335,0.0,0.8726614646986932,0.8461972360627996,0.3005450627455951,0.737229053111928,0.7130181265052605
medmnistS,16,0.9896356098625354,0.8506436831769584,0.905847698014401,0.0,0.8254749299283712,0.7774525070071628,0.4949798101058605,0.8423005565862709,0.8345520026192295
medmnistS,17,0.899519890260631,0.9567901234567902,0.8957475994513031,0.0,0.8186505267877158,0.8186505267877158,0.4497599451303155,0.8617969821673526,0.831275720164609
medmnistS,18,0.8659763313609468,0.7099112426035503,0.7619822485207101,0.0,0.8802881750717729,0.8166946535940631,0.4329881656804734,0.7829142011834319,0.7755917159763314
medmnistS,19,0.9892776523702032,0.8515801354401806,0.9403686982693755,0.0,0.830092941471992,0.6867621200703341,0.49482499059089197,0.8196273993225442,0.7943168987579977
